Player,Pos,Age,Team,Games,Gms_started,MinPerG,FG,FGA,FG_pct,3P,3PA,3P_pct,2P,2PA,2P_pct,eFG_pct,FT,FTA,FT_pct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB_pct,DRB_pct,TRB_pct,AST_pct,STL_pct,BLK_pct,TOV_pct,USG,OWS,DWS,WS,WSp48,OBPM,DBPM,BPM,VORP,Intercept,
Kelly Olynyk\olynyke01,PF,29,HOU,21,18,31.4,6.6,11.5,0.574,1.8,4.7,0.378,4.9,6.9,0.708,0.651,3.2,3.7,0.859,1.6,6.8,8.4,3.2,1.3,0.5,2.5,2.9,18.2,21,0.691,0.405,0.322,5.1,24,14.2,17.2,2,1.5,16.1,21.2,1.5,0.8,2.3,0.168,2,1,3,0.8,1,
Miye Oni\onimi01,SG,23,UTA,46,0,9.1,0.7,1.9,0.356,0.6,1.7,0.338,0.1,0.2,0.5,0.506,0.1,0.1,0.833,0.4,1.2,1.6,0.5,0.2,0.2,0.3,1.2,2,6.4,0.519,0.885,0.069,5,13.1,9.2,6.5,0.8,1.5,14.3,10.8,0.1,0.5,0.6,0.074,-3.3,0.7,-2.6,-0.1,1,
Cedi Osman\osmande01,SF,25,CLE,54,21,24.9,3.6,9.7,0.368,1.6,5.4,0.301,1.9,4.3,0.452,0.452,1.3,1.6,0.782,0.7,2.7,3.4,2.8,0.9,0.2,1.2,1.9,10,10.5,0.482,0.559,0.167,2.9,12.5,7.6,17.1,1.8,0.6,10.3,20.3,-0.4,1,0.6,0.022,-1.8,-0.8,-2.6,-0.2,1,
Daniel Oturu\oturuda01,C,21,LAC,25,0,4.1,0.6,1.1,0.536,0,0,0,0.6,1.1,0.556,0.536,0.2,0.3,0.625,0.4,0.7,1.1,0.3,0,0.1,0.2,0.6,1.4,13.2,0.555,0.036,0.286,12.3,18.1,15.3,9.3,0.5,2.6,13.7,15.7,0.1,0.1,0.2,0.112,-2.9,-1.5,-4.4,-0.1,1,
Kelly Oubre Jr.\oubreke01,SF,25,GSW,55,50,30.7,5.8,13.2,0.439,1.6,5.2,0.316,4.1,8,0.519,0.501,2.2,3.2,0.695,1.5,4.5,6,1.3,1,0.8,1.3,2.2,15.4,13.3,0.529,0.394,0.244,5.2,15.4,10.4,6.5,1.6,2.2,8,22.1,0,2.1,2.1,0.059,-1.5,-0.6,-2.1,-0.1,1,
Jabari Parker\parkeja01,PF,25,TOT,9,0,11.4,2,3.7,0.545,0,0.6,0,2,3.1,0.643,0.545,0.3,0.4,0.75,0.8,2,2.8,0.8,0.1,0.4,0.8,0.9,4.3,13,0.561,0.152,0.121,7.5,19.7,13.5,10,0.5,3.6,16.8,17.4,0,0.1,0.1,0.051,-2,0,-2,0,1,
Jabari Parker\parkeja01,PF,25,SAC,3,0,9,1.3,2.3,0.571,0,0.3,0,1.3,2,0.667,0.571,0,0,,0.3,1.7,2,0.3,0,0.3,1,1.3,2.7,5.1,0.571,0.143,0,4.1,21,12.4,5,0,3.1,30,15.9,0,0,0,-0.08,-7.5,-1.3,-8.8,0,1,
Jabari Parker\parkeja01,PF,25,BOS,6,0,12.7,2.3,4.3,0.538,0,0.7,0,2.3,3.7,0.636,0.538,0.5,0.7,0.75,1,2.2,3.2,1,0.2,0.5,0.7,0.7,5.2,15.8,0.558,0.154,0.154,8.8,19.2,13.9,11.7,0.6,3.7,12.6,18,0.1,0.1,0.2,0.098,0,0.5,0.5,0,1,
Eric Paschall\pascher01,PF,24,GSW,39,2,17.3,3.7,7.5,0.491,0.4,1.4,0.321,3.3,6.2,0.529,0.52,1.6,2.3,0.719,0.7,2.5,3.2,1.3,0.3,0.2,1.1,1.7,9.5,13.3,0.555,0.181,0.304,4.3,15.1,9.7,11.8,0.8,0.9,11,23.6,0.2,0.6,0.8,0.057,-1.7,-1.5,-3.1,-0.2,1,
Anžejs Pasečņiks\pasecan01,C,25,WAS,1,0,6,0,1,0,0,1,0,0,0,,0,0,0,,1,0,1,1,0,0,5,2,0,-40.7,0,1,0,17.8,0,8.9,18.9,0,0,83.3,41.5,-0.1,0,-0.1,-1.116,-40.1,-7.1,-47.1,-0.1,1,
Patrick Patterson\pattepa01,PF,31,LAC,36,4,14.2,1.8,4,0.434,1,2.8,0.364,0.8,1.3,0.587,0.559,0.3,0.4,0.75,0.4,1.4,1.9,0.6,0.4,0.2,0.3,1.2,4.8,10.7,0.572,0.683,0.11,3.6,11.2,7.5,5.8,1.3,1.4,6.7,14.1,0.5,0.5,1,0.094,-0.5,-0.2,-0.7,0.2,1,
Justin Patton\pattoju01,C,23,HOU,13,6,19,2.2,5.4,0.414,0.7,2.6,0.265,1.5,2.8,0.556,0.479,0.2,0.3,0.75,1.1,2.7,3.8,1.1,0.9,1.1,0.3,2.6,5.4,11.7,0.488,0.486,0.057,5.8,15.7,10.5,8.2,2.3,5.1,5.3,13.1,0.1,0.3,0.4,0.081,-3.8,1.7,-2,0,1,
Chris Paul\paulch01,PG,35,PHO,63,63,31.5,6.2,12.5,0.494,1.4,3.8,0.384,4.7,8.7,0.542,0.552,2.4,2.6,0.933,0.4,4.2,4.5,8.8,1.4,0.2,2.3,2.3,16.2,20.9,0.594,0.301,0.207,1.4,14.6,8.1,40.1,2.2,0.7,14.3,22.4,5.5,2.6,8.1,0.197,3.1,1.3,4.4,3.2,1,
Cameron Payne\payneca01,PG,26,PHO,52,0,17.4,2.9,6.2,0.463,1.1,2.6,0.407,1.8,3.6,0.503,0.548,0.8,0.9,0.87,0.3,2.1,2.4,3.5,0.6,0.3,1,1.7,7.6,15.8,0.574,0.419,0.143,1.9,13.3,7.7,27.9,1.6,1.3,13.6,19.4,1.5,1.1,2.6,0.137,0.7,0.8,1.4,0.8,1,
Elfrid Payton\paytoel01,PG,26,NYK,55,55,24.8,4.7,10.6,0.442,0.5,1.7,0.298,4.2,8.9,0.47,0.466,1.3,1.9,0.686,1.1,2.4,3.5,3.4,0.8,0.2,1.7,1.8,11.1,12.8,0.489,0.162,0.176,5.1,10.3,7.7,21.7,1.6,0.6,12.9,23.4,-0.3,1.7,1.3,0.047,-2.1,-0.6,-2.7,-0.2,1,
Gary Payton II\paytoga02,PG,28,GSW,10,0,4,1,1.3,0.769,0.2,0.4,0.5,0.8,0.9,0.889,0.846,0.3,0.4,0.75,0.2,0.9,1.1,0.1,0.6,0.1,0.1,0.8,2.5,29.3,0.847,0.308,0.308,5.4,23.7,14.6,4.1,7,2.2,6.3,16.8,0.2,0.1,0.3,0.328,0.5,9,9.5,0.1,1,
Norvel Pelle\pelleno01,C,27,TOT,10,0,6.3,0.6,1.3,0.462,0,0,,0.6,1.3,0.462,0.462,0.4,0.6,0.667,0.6,1,1.6,0.1,0.1,0.6,0.3,1.2,1.6,10.5,0.512,0,0.462,10.8,17.1,14,1.8,0.8,8.8,16.1,12.9,0,0.1,0.1,0.08,-4.4,1.3,-3.1,0,1,
Norvel Pelle\pelleno01,C,27,BRK,3,0,9.3,1,2.3,0.429,0,0,,1,2.3,0.429,0.429,0,0,,1,1.3,2.3,0,0,1,1,3,2,2.1,0.429,0,0,12.4,15.2,13.9,0,0,9.4,30,15.5,-0.1,0,0,-0.068,-9.8,0.1,-9.7,-0.1,1,
Norvel Pelle\pelleno01,C,27,SAC,1,0,4,0,1,0,0,0,,0,1,0,0,3,4,0.75,1,0,1,1,0,0,0,1,3,30.2,0.543,0,4,27.5,0,14,28.1,0,0,0,29.7,0,0,0,0.37,6.3,-4.9,1.4,0,1,
Norvel Pelle\pelleno01,C,27,NYK,6,0,5.2,0.5,0.8,0.6,0,0,,0.5,0.8,0.6,0.6,0.2,0.3,0.5,0.3,1,1.3,0,0.2,0.5,0,0.3,1.2,15.5,0.595,0,0.4,7.1,20.9,14.1,0,1.6,9.3,0,8.4,0,0.1,0.1,0.177,-0.9,3.1,2.2,0,1,
Reggie Perry\perryre01,PF,20,BRK,23,0,8.8,1.4,3.3,0.421,0.2,0.9,0.19,1.2,2.4,0.509,0.447,0.4,0.6,0.769,1.1,1.9,3,0.6,0.3,0.3,0.6,1.6,3.4,12,0.477,0.276,0.171,14.9,22.5,18.9,9.4,1.4,2.6,14.6,20.5,0,0.2,0.2,0.052,-4.3,-1.5,-5.8,-0.2,1,
Theo Pinson\pinsoth01,SG,25,NYK,16,0,2.1,0.1,0.6,0.111,0,0.5,0,0.1,0.1,1,0.111,0,0,,0,0.3,0.3,0.1,0,0,0.1,0.3,0.1,-8.7,0.111,0.889,0,0,13.1,6.6,3.8,0,0,10,13.4,-0.2,0,-0.1,-0.215,-13.8,-3.2,-17,-0.1,1,
Mason Plumlee\plumlma01,C,30,DET,55,55,26.8,4.1,6.8,0.613,0,0.1,0,4.1,6.6,0.625,0.613,2.1,3.1,0.669,2.6,6.7,9.3,3.6,0.8,0.9,1.9,3.3,10.3,18.5,0.637,0.019,0.454,10.6,28.3,19.4,20.8,1.4,2.8,18.9,16.3,2.9,2.1,5,0.163,0.2,1.8,2,1.5,1,
Jakob Poeltl\poeltja01,C,25,SAS,61,43,26.6,3.8,6,0.63,0,0,0,3.8,6,0.63,0.63,1,1.9,0.504,3.3,4.7,8,1.9,0.7,1.8,1.3,2.5,8.6,17.5,0.623,0,0.318,12.9,19.1,15.9,9.7,1.2,5.6,16,13.4,2.8,2.3,5.2,0.153,-0.5,1,0.5,1,1,
Vincent Poirier\poirivi01,C,27,PHI,10,0,3.9,0.3,1.2,0.25,0,0.1,0,0.3,1.1,0.273,0.25,0.2,0.6,0.333,0.6,0.8,1.4,0.2,0,0.3,0.4,0.8,0.8,1.6,0.273,0.083,0.5,17.2,22.2,19.7,6.6,0,6.9,21.5,20.5,-0.2,0.1,-0.1,-0.126,-11.4,-3.2,-14.6,-0.1,1,
Aleksej Pokusevski\pokusal01,PF,19,OKC,41,24,23.4,2.9,8.8,0.325,1.2,4.5,0.259,1.7,4.3,0.394,0.392,0.7,0.8,0.794,0.7,3.9,4.6,2.1,0.5,1,2,1.3,7.5,6.1,0.412,0.514,0.094,3.1,17.6,10.3,13.3,0.9,3.7,17.6,20.1,-2.5,0.9,-1.6,-0.081,-5.2,-0.5,-5.7,-0.9,1,
Jordan Poole\poolejo01,SG,21,GSW,43,6,18.6,3.7,8.9,0.416,1.7,5,0.346,2,3.8,0.509,0.514,1.8,2,0.884,0.2,1.4,1.7,2,0.6,0.2,1,1.6,10.9,13.9,0.559,0.568,0.225,1.2,8.2,4.7,16.2,1.4,0.8,8.9,24.6,0.5,0.7,1.2,0.071,0.1,-1.4,-1.3,0.2,1,
Jontay Porter\portejo01,PF,21,MEM,9,0,3,0.3,1.1,0.3,0.2,0.8,0.286,0.1,0.3,0.333,0.4,0.3,0.3,1,0.2,0.9,1.1,0.1,0.2,0,0.6,0.7,1.2,4.5,0.486,0.7,0.3,7.7,31.9,19.6,4.8,3.5,0,30.6,25.5,-0.1,0.1,-0.1,-0.095,-9.5,-0.3,-9.8,-0.1,1,
Kevin Porter Jr.\porteke02,SG,20,HOU,25,22,32.5,6,14.2,0.424,1.9,6.2,0.308,4.1,7.9,0.515,0.492,2.7,3.6,0.744,0.8,3.1,3.9,6.4,0.8,0.3,3.6,2.4,16.6,12.6,0.527,0.441,0.254,2.5,10.7,6.4,31.3,1.1,0.9,18.4,25.3,-0.3,0.4,0.1,0.005,-1.4,-2.3,-3.7,-0.3,1,
Michael Porter Jr.\portemi01,SF,22,DEN,54,47,31.5,7.2,13.3,0.543,2.7,6.1,0.443,4.5,7.2,0.626,0.644,1.8,2.3,0.78,1.6,6,7.6,1.1,0.6,1,1.2,2.1,18.9,20.6,0.661,0.456,0.172,5.8,21.3,13.6,5.3,0.9,3.1,7.7,21.4,4.4,1.9,6.2,0.176,3.9,-1,2.9,2.1,1,
Otto Porter\porteot01,SF-PF,27,TOT,28,6,21.6,3.5,8.1,0.432,1.4,3.7,0.375,2.1,4.4,0.48,0.518,1.3,1.5,0.857,1,4.4,5.4,2,0.6,0.1,0.9,1.5,9.7,14.5,0.552,0.458,0.185,5.2,22.5,13.9,12.9,1.3,0.6,9.2,19.3,0.6,0.6,1.2,0.098,0,-0.5,-0.6,0.2,1,
Otto Porter\porteot01,SF,27,CHI,25,6,21.6,3.6,8.1,0.441,1.5,3.8,0.4,2,4.3,0.477,0.535,1.2,1.5,0.838,1.1,4.4,5.5,2,0.5,0.2,1,1.5,9.9,14.8,0.566,0.47,0.183,5.9,22.5,14.3,13,1.1,0.6,10.3,19.5,0.6,0.5,1.2,0.104,0.6,-0.9,-0.3,0.2,1,
Otto Porter\porteot01,PF,27,ORL,3,0,22,3,8.3,0.36,0.3,3,0.111,2.7,5.3,0.5,0.38,1.7,1.7,1,0,4.7,4.7,1.7,1.3,0,0,1.3,8,11.8,0.441,0.36,0.2,0,23,11.1,11.5,3,0,0,17.8,0,0.1,0.1,0.053,-5.3,2.3,-2.9,0,1,
Bobby Portis\portibo01,C,25,MIL,59,7,21.2,4.8,9,0.528,1.2,2.4,0.479,3.6,6.6,0.546,0.592,0.8,1,0.75,1.8,5.3,7.1,1.1,0.8,0.4,0.9,1.8,11.4,19.8,0.604,0.267,0.113,9.3,25.5,17.7,7.6,1.8,1.6,8.4,20.5,2.6,1.9,4.5,0.172,2,-0.4,1.6,1.1,1,
Kristaps Porziņģis\porzikr01,C,25,DAL,40,40,31.1,7.6,16,0.473,2.2,6.1,0.362,5.4,9.9,0.542,0.542,2.8,3.3,0.85,1.9,7.1,9.1,1.6,0.5,1.4,1.3,2.7,20.2,21.2,0.578,0.38,0.208,6.9,24.9,16,8.5,0.8,4.3,6.8,26.7,2.3,1.6,3.9,0.149,2.7,-0.7,1.9,1.2,1,
Dwight Powell\poweldw01,C,29,DAL,50,16,15.3,1.9,3.2,0.586,0.1,0.4,0.238,1.8,2.8,0.638,0.602,1.6,2.1,0.764,1.2,2.4,3.6,0.7,0.6,0.4,0.6,2.2,5.5,15.8,0.661,0.13,0.654,9,16.9,13,6.7,1.9,2.3,13.3,13.9,1.8,0.9,2.7,0.169,-1.4,1.1,-0.3,0.3,1,
Norman Powell\powelno01,SG-SF,27,TOT,62,51,31.5,6.4,13.3,0.482,2.5,6.1,0.408,4,7.3,0.544,0.576,3.4,4,0.866,0.6,2.4,3,1.9,1.2,0.3,1.8,2.3,18.8,16.6,0.623,0.456,0.297,2,8.6,5.2,9.5,1.9,0.8,10.6,23.1,3.1,1.2,4.3,0.106,1,-0.6,0.4,1.2,1,
Norman Powell\powelno01,SG,27,TOR,42,31,30.4,6.7,13.5,0.498,2.8,6.4,0.439,3.9,7.1,0.552,0.602,3.4,3.9,0.865,0.5,2.5,3,1.8,1.1,0.2,1.8,2.3,19.6,17.7,0.645,0.475,0.288,1.6,9.5,5.4,9.9,1.8,0.6,10.8,24.2,2.3,0.9,3.2,0.122,1.8,-0.6,1.2,1,1,
Norman Powell\powelno01,SF,27,POR,20,20,34,5.9,13.1,0.448,1.8,5.4,0.333,4.1,7.7,0.529,0.517,3.6,4.2,0.867,0.9,2.1,3,2,1.5,0.4,1.7,2.3,17.1,14.5,0.575,0.414,0.318,2.7,6.8,4.7,8.7,2.1,1.1,10.3,21,0.8,0.3,1.1,0.075,-0.5,-0.6,-1.2,0.1,1,
Taurean Prince\princta02,PF,26,TOT,41,10,22.1,3.2,8,0.401,1.5,3.8,0.4,1.7,4.2,0.401,0.495,1.6,1.9,0.855,0.5,3,3.5,1.9,0.7,0.6,1.1,1.8,9.5,12.1,0.54,0.474,0.232,2.3,15.4,8.8,12.6,1.5,2.3,11.5,19.6,0.3,0.8,1,0.055,-1.2,-0.8,-2,0,1,
Taurean Prince\princta02,PF,26,BRK,12,4,18.2,2.5,6.2,0.405,1.1,3.1,0.351,1.4,3.1,0.459,0.493,2,2.3,0.889,0.2,2.7,2.8,0.6,0.7,0.7,0.9,1.8,8.1,11.7,0.565,0.5,0.365,1.1,15.6,8.7,4.3,1.8,3.2,11.4,19.3,0.1,0.2,0.3,0.063,-2.7,-0.2,-2.9,0,1,
Taurean Prince\princta02,PF,26,CLE,29,6,23.7,3.5,8.7,0.399,1.7,4.1,0.415,1.8,4.7,0.385,0.496,1.4,1.7,0.837,0.6,3.1,3.7,2.4,0.7,0.5,1.2,1.9,10.1,12.2,0.532,0.466,0.194,2.7,15.3,8.8,15.3,1.4,2,11.6,19.7,0.2,0.6,0.8,0.053,-0.8,-0.9,-1.7,0,1,
Payton Pritchard\pritcpa01,SG,23,BOS,59,2,19.4,2.8,6.2,0.452,1.5,3.6,0.417,1.3,2.6,0.5,0.573,0.7,0.7,0.907,0.5,1.8,2.3,1.8,0.5,0.2,0.9,1.6,7.7,12.4,0.596,0.581,0.118,3,10.5,6.7,13.1,1.4,0.7,11.8,16.3,1.6,0.8,2.3,0.099,-0.5,-0.7,-1.2,0.2,1,
Immanuel Quickley\quickim01,PG,21,NYK,59,3,19.5,3.7,9.3,0.397,1.9,4.8,0.391,1.8,4.5,0.403,0.498,2.5,2.7,0.895,0.4,1.8,2.2,2.1,0.5,0.2,0.9,1.8,11.7,16.5,0.558,0.519,0.296,2.3,9.9,6.1,17.3,1.3,1,8,25.8,1.9,1.3,3.2,0.135,1.9,-0.7,1.2,0.9,1,
Jahmi'us Ramsey\ramseja01,SG,19,SAC,7,0,3.7,0.9,1.7,0.5,0.3,1,0.286,0.6,0.7,0.8,0.583,0,0,,0.1,0.6,0.7,0.4,0.1,0.1,0.1,0.1,2,19.7,0.583,0.583,0,4.2,17.5,10.7,17.5,1.8,3.3,7.7,21.5,0,0,0.1,0.106,2.8,-1.2,1.6,0,1,
Chasson Randle\randlch01,PG,27,ORL,33,5,19.3,2,5.2,0.376,1.1,3,0.357,0.9,2.3,0.4,0.477,0.7,0.9,0.759,0.1,1.6,1.8,1.8,0.5,0.1,1.1,1.5,5.7,6.4,0.503,0.566,0.168,0.6,9.2,4.7,13.8,1.2,0.3,16.6,15.1,-0.5,0.3,-0.1,-0.01,-5.3,-1.4,-6.7,-0.8,1,
Julius Randle\randlju01,PF,26,NYK,63,63,37.4,8.5,18.4,0.464,2.3,5.4,0.422,6.3,13,0.482,0.526,4.8,6,0.809,1.3,9.1,10.3,5.9,1,0.3,3.4,3.1,24.2,20.3,0.575,0.292,0.324,3.7,26.2,15,26.8,1.3,0.7,13.9,28.9,3.6,3.8,7.4,0.151,3.2,0.8,4,3.6,1,
Cam Reddish\reddica01,SF,21,ATL,26,21,28.8,3.7,10.1,0.365,1.3,4.8,0.262,2.4,5.3,0.46,0.428,2.6,3.2,0.817,0.8,3.2,4,1.3,1.3,0.3,1.3,2.6,11.2,9.4,0.488,0.479,0.312,3.3,11.8,7.6,6.6,2.2,1.1,10.2,19.3,-0.3,0.7,0.4,0.024,-3.2,-0.4,-3.6,-0.3,1,
J.J. Redick\redicjj01,SG,36,TOT,41,0,17.1,2.5,6.3,0.403,1.6,4.1,0.376,1,2.1,0.455,0.527,1.1,1.2,0.94,0.1,1.4,1.5,1.2,0.3,0.1,0.8,1.1,7.8,10.4,0.57,0.659,0.194,0.6,9.2,4.9,9.8,0.8,0.4,10.8,19.1,0.5,0.2,0.7,0.051,-1.2,-2.1,-3.3,-0.2,1,
J.J. Redick\redicjj01,SG,36,NOP,31,0,18.6,2.8,6.9,0.407,1.6,4.5,0.364,1.2,2.4,0.486,0.526,1.5,1.5,0.957,0.1,1.6,1.7,1.3,0.3,0.1,0.8,1.2,8.7,11,0.575,0.654,0.22,0.6,9.3,5,9.5,0.8,0.3,9.6,19,0.6,0.2,0.8,0.064,-1,-2,-3,-0.1,1,
J.J. Redick\redicjj01,SG,36,DAL,10,0,12.6,1.7,4.4,0.386,1.3,3,0.433,0.4,1.4,0.286,0.534,0.2,0.3,0.667,0.1,1,1.1,1,0.2,0.1,0.9,1,4.9,7.4,0.541,0.682,0.068,0.9,8.6,4.8,11.1,0.8,0.7,16.6,19.1,-0.1,0.1,0,-0.007,-2.2,-2.2,-4.5,-0.1,1,
Paul Reed\reedpa01,PF,21,PHI,21,0,6.5,1.4,2.7,0.536,0,0.3,0,1.4,2.4,0.6,0.536,0,0.2,0.25,1,1.1,2,0.3,0.3,0.6,0.5,1,2.9,18.5,0.528,0.107,0.071,16.4,18.3,17.4,8.1,2.5,7.9,14.8,21.4,0,0.3,0.3,0.122,-3.2,1.6,-1.7,0,1,
Naz Reid\reidna01,C,21,MIN,63,15,19.2,4.3,8.2,0.52,0.9,2.4,0.357,3.4,5.8,0.589,0.573,1.7,2.4,0.706,1.1,3.4,4.5,1,0.5,1.1,1,2.5,11.2,18.1,0.6,0.297,0.295,6,19.9,12.7,8.7,1.2,4.8,9.6,22.6,1.7,1.1,2.8,0.11,-0.2,-0.4,-0.7,0.4,1,
Cameron Reynolds\reynoca01,SF,25,SAS,3,0,2,0.3,0.7,0.5,0,0,,0.3,0.7,0.5,0.5,0,0,,0,0,0,0,0,0,0,0,0.7,6.2,0.5,0,0,0,0,0,0,0,0,0,14.5,0,0,0,-0.013,-6.1,-3.2,-9.3,0,1,
Nick Richards\richani01,PF,23,CHO,17,0,3.6,0.2,0.5,0.5,0,0.1,0,0.2,0.4,0.571,0.5,0.4,0.6,0.636,0.1,0.4,0.5,0.1,0,0,0.2,0.4,0.9,5.1,0.584,0.125,1.375,3.5,12.6,8,4.3,0,0,18.9,11.2,0,0,0,0.026,-6.2,-2.3,-8.5,-0.1,1,
Josh Richardson\richajo01,SG,27,DAL,51,51,31.5,4.4,10.5,0.421,1.5,4.7,0.317,2.9,5.8,0.507,0.493,1.8,2,0.91,0.8,2.6,3.5,2.7,0.9,0.4,1.4,2.4,12.1,11.3,0.534,0.449,0.187,3,9.1,6.1,12.2,1.5,1.3,11.1,17.9,0.8,1.2,2,0.06,-1.7,-0.6,-2.3,-0.1,1,
Grant Riller\rillegr01,PG,23,CHO,5,0,4.2,1.2,1.8,0.667,0.4,0.8,0.5,0.8,1,0.8,0.778,0,0,,0,0,0,0.6,0.2,0,0.2,0,2.8,24.6,0.778,0.444,0,0,0,0,26.2,2.3,0,10,20.6,0.1,0,0.1,0.201,5.7,1.3,7,0,1,
Austin Rivers\riverau01,SG,28,TOT,28,2,22,2.6,6.4,0.406,1.2,3.8,0.324,1.4,2.7,0.52,0.5,0.5,0.7,0.737,0.2,1.9,2.1,2.1,0.7,0.1,0.9,1.6,6.9,8.8,0.515,0.583,0.106,1.1,9.6,5.4,13.1,1.6,0.3,11.7,15.3,0.1,0.6,0.7,0.055,-2.8,-0.4,-3.2,-0.2,1,
Austin Rivers\riverau01,SG,28,NYK,21,2,21,2.8,6.4,0.43,1.3,3.7,0.364,1.4,2.8,0.517,0.533,0.5,0.7,0.714,0.2,2,2.2,2,0.6,0,1,1.5,7.3,9.5,0.545,0.57,0.104,1.2,10.3,5.8,13.8,1.4,0,13.5,16.4,0.1,0.5,0.6,0.064,-2.3,-0.7,-3,-0.1,1,
Austin Rivers\riverau01,SG,28,DEN,7,0,24.7,2.1,6.4,0.333,0.9,4,0.214,1.3,2.4,0.529,0.4,0.6,0.7,0.8,0.1,1.7,1.9,2.3,1.1,0.3,0.4,1.9,5.7,7,0.424,0.622,0.111,0.7,7.8,4.3,11.5,2.3,1.1,6,12.7,0,0.2,0.1,0.033,-4.1,0.3,-3.8,-0.1,1,
Andre Roberson\roberan03,SG,29,BRK,5,0,12.6,0.4,2.8,0.143,0.2,1.6,0.125,0.2,1.2,0.167,0.179,0.2,0.4,0.5,1.4,1.6,3,0.8,0.6,0.2,0.4,0.8,1.2,4.2,0.202,0.571,0.143,12.9,13.5,13.2,7.4,2.3,1.4,11.8,11.6,-0.1,0.1,-0.1,-0.043,-5.1,-1.2,-6.2,-0.1,1,
Duncan Robinson\robindu01,SF,26,MIA,65,65,31.7,4.4,10,0.438,3.5,8.6,0.405,0.9,1.4,0.634,0.611,0.8,1,0.813,0.1,3.4,3.5,1.7,0.5,0.2,1.1,2.5,13,10.7,0.624,0.857,0.099,0.3,12,6.3,8.2,0.8,0.8,9.6,16.4,1.6,1.7,3.3,0.076,-0.3,-0.9,-1.3,0.4,1,
Glenn Robinson III\robingl02,SF,27,SAC,23,2,16,1.8,4.3,0.424,0.7,1.9,0.364,1.1,2.4,0.473,0.505,0.9,1,0.913,0.5,1.5,2,0.9,0.2,0.1,0.5,1,5.3,9.1,0.554,0.444,0.232,3.3,10.5,6.8,7,0.5,0.7,9.2,14,0.3,-0.1,0.2,0.026,-1.9,-2.8,-4.6,-0.2,1,
Jerome Robinson\robinje01,SG,23,WAS,17,6,17.9,1.6,5.6,0.295,0.6,2.5,0.262,1,3.1,0.321,0.353,0.9,1.2,0.8,0.2,2,2.2,1.5,0.7,0.4,1.1,1.8,4.9,4.1,0.4,0.442,0.211,1.4,11.8,6.6,10.4,1.8,1.7,15.5,16.7,-0.7,0.3,-0.4,-0.056,-6.5,-1.1,-7.6,-0.4,1,
Justin Robinson\robinju01,PG,23,OKC,9,0,9.8,0.8,2.3,0.333,0.4,1.6,0.286,0.3,0.8,0.429,0.429,0.3,0.6,0.6,0.1,0.7,0.8,1,0.3,0,0.2,1.1,2.3,6,0.453,0.667,0.238,1.2,7.2,4.1,14.1,1.6,0,7.9,12.2,0,0,0,0.023,-6.2,-1.3,-7.6,-0.1,1,
Mitchell Robinson\robinmi01,C,22,NYK,31,29,27.5,3.7,5.7,0.653,0,0,0,3.7,5.7,0.653,0.653,0.8,1.7,0.491,3.6,4.5,8.1,0.5,1.1,1.5,0.8,2.8,8.3,17.7,0.642,0,0.301,14.5,17.6,16.1,2.9,2.1,5.1,11.5,11.7,1.8,1.6,3.4,0.192,-0.3,1.1,0.9,0.6,1,
Isaiah Roby\robyis01,PF,22,OKC,54,27,23.5,3.5,7.1,0.491,0.6,1.8,0.326,2.9,5.3,0.545,0.531,1.5,2,0.745,1.6,4.2,5.8,1.9,0.9,0.6,1.9,2.7,9.1,12.9,0.567,0.248,0.287,6.9,18.9,12.8,12.1,1.8,2.3,19,17.8,0.1,1.4,1.6,0.059,-3,0.5,-2.6,-0.2,1,
Rajon Rondo\rondora01,PG,34,TOT,39,2,16.6,2.1,4.7,0.435,0.7,1.9,0.373,1.3,2.8,0.477,0.511,0.3,0.3,0.909,0.4,1.9,2.3,4.1,0.8,0.1,1.5,1.3,5.1,12.6,0.524,0.408,0.06,2.5,12.6,7.6,34.1,2.4,0.5,24.1,16.9,0.3,0.7,1,0.071,-1.2,0.3,-0.9,0.2,1,
Rajon Rondo\rondora01,PG,34,ATL,27,2,14.9,1.6,4.1,0.4,0.6,1.7,0.378,1,2.4,0.415,0.477,0,0.1,0.5,0.1,1.9,2,3.5,0.7,0.1,1.4,0.9,3.9,9.9,0.478,0.409,0.018,1.1,13.7,7.5,32.8,2.3,0.4,26,16.2,-0.2,0.4,0.1,0.017,-2.8,0.1,-2.7,-0.1,1,
Rajon Rondo\rondora01,PG,34,LAC,12,0,20.3,3,6.2,0.486,0.9,2.5,0.367,2.1,3.7,0.568,0.561,0.8,0.8,1,0.8,2,2.8,5.3,1,0.2,1.8,2.1,7.7,16.9,0.59,0.405,0.122,4.7,10.8,7.8,36.2,2.4,0.7,21.2,17.9,0.5,0.3,0.8,0.159,1.5,0.7,2.1,0.3,1,
Derrick Rose\rosede01,PG,32,TOT,43,3,25,5.4,12,0.452,0.9,2.5,0.367,4.5,9.4,0.475,0.491,2.3,2.7,0.852,0.4,2,2.4,4.2,1,0.4,1.5,1.1,14,17.7,0.534,0.212,0.223,1.6,8.9,5.3,28,2,1.6,10.2,25.8,1.1,1.3,2.4,0.107,0.8,0,0.9,0.8,1,
