Player,Pos,Age,Team,Games,Gms_started,MinPerG,FG,FGA,FG_pct,3P,3PA,3P_pct,2P,2PA,2P_pct,eFG_pct,FT,FTA,FT_pct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB_pct,DRB_pct,TRB_pct,AST_pct,STL_pct,BLK_pct,TOV_pct,USG,OWS,DWS,WS,WSp48,OBPM,DBPM,BPM,VORP,Intercept,
Buddy Hield\hieldbu01,SG,28,SAC,63,63,34.3,5.7,14,0.407,4,10.1,0.393,1.7,3.9,0.444,0.549,1.3,1.5,0.844,0.4,4.2,4.6,3.3,0.9,0.4,1.7,2.6,16.7,12.7,0.568,0.724,0.109,1.3,13.9,7.5,13.2,1.2,1.1,10.6,20.6,1.4,0.2,1.7,0.037,0.7,-1.8,-1,0.5,1,
George Hill\hillge01,PG,34,TOT,22,16,23.8,3.5,7.2,0.481,1.1,3,0.379,2.3,4.2,0.554,0.56,1.4,1.8,0.795,0.7,1.6,2.3,2.6,0.7,0.2,1,0.8,9.5,13.8,0.594,0.418,0.247,3.1,7.3,5.2,16.4,1.4,0.8,10.7,16,0.8,0.4,1.1,0.105,-0.3,-0.7,-1,0.1,1,
George Hill\hillge01,PG,34,OKC,14,14,26.4,4.4,8.6,0.508,1.6,4.1,0.386,2.8,4.5,0.619,0.6,1.5,1.8,0.84,0.6,1.5,2.1,3.1,0.9,0.1,0.9,0.9,11.8,15.9,0.63,0.475,0.208,2.2,6,4.1,18.2,1.5,0.5,8.4,16.5,0.8,0.2,1,0.131,0.9,-0.5,0.4,0.2,1,
George Hill\hillge01,PG,34,PHI,8,2,19.3,1.9,4.8,0.395,0.4,1.1,0.333,1.5,3.6,0.414,0.434,1.3,1.8,0.714,0.9,1.9,2.8,1.8,0.4,0.4,1.1,0.8,5.4,8.6,0.487,0.237,0.368,5.1,10.5,7.9,12,0.9,1.7,16.9,14.8,0,0.2,0.1,0.041,-3.3,-1.3,-4.6,-0.1,1,
Solomon Hill\hillso01,PF,29,ATL,64,14,21.8,1.6,4.4,0.357,1,3.1,0.32,0.6,1.3,0.446,0.47,0.5,0.7,0.762,0.6,2.4,3,1,0.7,0.2,0.6,1.7,4.7,6.6,0.494,0.707,0.148,3.2,12.1,7.7,6.2,1.6,0.7,11.7,10.7,0,1,1,0.034,-3.1,0.1,-3,-0.4,1,
Nate Hinton\hintona01,SG,21,DAL,15,0,3.8,0.6,1.5,0.391,0.1,0.5,0.125,0.5,1,0.533,0.413,0.3,0.4,0.667,0.1,0.3,0.4,0.3,0.3,0.1,0.3,0.2,1.5,10.1,0.449,0.348,0.261,2,9.5,5.8,12.7,4.3,1.6,16.3,23.8,-0.1,0.1,0,-0.042,-5,1.9,-3.2,0,1,
Jaylen Hoard\hoardja01,SF,21,OKC,12,0,16.2,1.9,4.3,0.442,0,0.5,0,1.9,3.8,0.5,0.442,1.5,2.3,0.667,1.3,2,3.3,0.8,0.7,0.2,1.3,1.3,5.3,9.6,0.501,0.115,0.519,8.5,13,10.7,7.5,2,0.9,19,17.3,-0.1,0.2,0,0.006,-4.8,-1.4,-6.3,-0.2,1,
Aaron Holiday\holidaa01,PG,24,IND,61,6,17.3,2.5,6.5,0.387,1,2.8,0.371,1.5,3.7,0.399,0.466,1,1.2,0.827,0.2,1.1,1.3,1.7,0.7,0.2,0.9,1.5,7.1,9.1,0.502,0.427,0.188,1.1,6.9,4,13.5,1.8,0.9,11.7,19.8,-0.5,0.7,0.2,0.009,-3.2,-1,-4.2,-0.6,1,
Jrue Holiday\holidjr01,PG,30,MIL,52,49,32.2,6.9,13.7,0.504,1.8,4.7,0.387,5.1,9,0.564,0.569,1.7,2.2,0.777,1.3,3.3,4.5,5.8,1.7,0.6,2.2,1.7,17.3,19.6,0.59,0.341,0.157,4.2,10.4,7.4,25.4,2.5,1.5,12.9,22,3.5,2.1,5.6,0.162,2.5,0.8,3.3,2.2,1,
Justin Holiday\holidju01,SG,31,IND,63,48,30.4,3.5,8.7,0.404,2.4,6.3,0.373,1.1,2.3,0.486,0.54,0.9,1.1,0.789,0.5,3.1,3.6,1.7,1.2,0.5,0.8,1.9,10.3,10.2,0.559,0.729,0.13,1.6,11.1,6.4,7.1,1.8,1.2,7.8,14,1,1.6,2.6,0.065,-0.9,-0.3,-1.2,0.4,1,
Rondae Hollis-Jefferson\holliro01,PF,26,POR,7,1,11.6,0.9,2,0.429,0,0.1,0,0.9,1.9,0.462,0.429,1.3,2,0.643,1.4,1.3,2.7,1.4,0.3,0.6,0.3,1.7,3,15.2,0.521,0.071,1,12.8,12.3,12.6,15.9,1.2,4.4,9,11.8,0.2,0.1,0.3,0.15,-1.1,0.9,-0.3,0,1,
Richaun Holmes\holmeri01,C,27,SAC,55,55,29.5,6.1,9.5,0.644,0,0.2,0.182,6.1,9.3,0.654,0.646,2.3,2.9,0.792,2.5,6.2,8.7,1.6,0.6,1.6,1.2,3.6,14.5,20.6,0.676,0.021,0.306,9.3,23.7,16.4,7.9,1,4.5,10.3,17.4,4.6,1,5.6,0.165,0.8,-0.3,0.5,1.1,1,
Rodney Hood\hoodro01,SF,28,TOT,52,5,17.6,1.8,4.9,0.36,0.7,2.1,0.309,1.1,2.8,0.399,0.427,0.4,0.5,0.852,0.4,1.4,1.9,1,0.4,0.1,0.7,1.4,4.6,5.5,0.451,0.435,0.107,2.5,9.1,5.7,7.8,1.2,0.7,12,14.2,-0.7,0.3,-0.4,-0.023,-5.3,-1.9,-7.2,-1.2,1,
Rodney Hood\hoodro01,SF,28,POR,38,5,19.1,1.9,5.3,0.363,0.7,2.2,0.298,1.3,3.1,0.41,0.425,0.2,0.3,0.75,0.5,1.4,1.9,1.2,0.5,0.1,0.8,1.6,4.7,5,0.436,0.418,0.06,2.6,8.4,5.4,8.6,1.3,0.5,13.1,14,-0.7,0.2,-0.5,-0.036,-5.7,-2,-7.6,-1,1,
Rodney Hood\hoodro01,SF,28,TOR,14,0,13.4,1.3,3.7,0.346,0.6,1.9,0.346,0.6,1.9,0.346,0.433,1,1.1,0.933,0.3,1.4,1.7,0.4,0.2,0.2,0.4,1,4.2,7.3,0.503,0.5,0.288,2.3,12.1,7,4.4,0.8,1.6,7.9,14.6,0,0.1,0.1,0.028,-3.9,-1.6,-5.5,-0.2,1,
Al Horford\horfoal01,C,34,OKC,28,28,27.9,5.8,12.9,0.45,2,5.4,0.368,3.8,7.4,0.51,0.528,0.6,0.8,0.818,1,5.7,6.7,3.4,0.9,0.9,1,1.7,14.2,17.4,0.538,0.422,0.061,3.8,21.3,12.5,20.1,1.5,2.9,7.3,21.7,0.8,0.9,1.7,0.103,1.9,1.4,3.3,1,1,
Talen Horton-Tucker\hortota01,SG,20,LAL,59,3,19.5,3.4,7.4,0.453,0.5,2,0.258,2.8,5.4,0.527,0.489,1.5,1.9,0.782,0.4,2.3,2.7,2.6,0.9,0.3,1.5,1.9,8.7,12.8,0.528,0.273,0.251,2.2,12.9,7.6,19.7,2.4,1.5,15.1,21.7,-0.1,2,1.9,0.078,-2.7,1.4,-1.3,0.2,1,
Danuel House\houseda01,SF,27,HOU,33,22,26.8,3.1,7.6,0.406,1.5,4.4,0.354,1.5,3.2,0.477,0.508,1.2,1.8,0.661,0.5,3.2,3.8,1.8,0.6,0.5,0.9,1.9,8.9,9.3,0.531,0.574,0.235,2.1,13.3,7.4,9.9,1,1.6,10.1,14.8,0.2,0.5,0.7,0.038,-2.5,-0.3,-2.8,-0.2,1,
Dwight Howard\howardw01,C,35,PHI,62,5,17.3,2.6,4.4,0.586,0.1,0.3,0.222,2.5,4.1,0.612,0.593,1.8,3.1,0.578,2.7,5.7,8.4,0.9,0.4,0.9,1.7,2.9,7,17.7,0.608,0.066,0.703,17.7,35.4,26.7,7,1.2,4.8,22.4,18.4,1.1,2.4,3.5,0.156,-2.3,0.4,-1.9,0,1,
Markus Howard\howarma02,SG,21,DEN,31,0,3.3,0.4,1.7,0.25,0.2,1.2,0.162,0.2,0.5,0.467,0.308,0,0.1,0.5,0,0.4,0.4,0.4,0.1,0,0.3,0.5,1.1,-3.4,0.312,0.712,0.038,0,13.4,6.8,15.5,1,0,14.5,26.8,-0.5,0.1,-0.5,-0.225,-12.4,-4.7,-17.1,-0.4,1,
Kevin Huerter\huertke01,SG,22,ATL,63,47,31.2,4.7,10.7,0.437,2.1,5.7,0.367,2.6,5,0.516,0.534,0.8,1,0.79,0.6,2.7,3.3,3.5,1.2,0.3,1.2,2.4,12.2,12.4,0.548,0.529,0.092,2,9.5,5.8,16.4,2,0.7,9.6,17.2,1.9,1.5,3.3,0.082,-0.6,0.2,-0.4,0.8,1,
Elijah Hughes\hugheel01,SF,22,UTA,15,0,3.7,0.5,1.7,0.308,0.4,1.3,0.3,0.1,0.4,0.333,0.423,0.2,0.3,0.75,0,0.5,0.5,0.3,0.1,0.1,0.4,0.1,1.7,5.3,0.45,0.769,0.154,0,12.9,6.7,12.8,0.9,1.5,17.8,26.5,-0.2,0.1,-0.1,-0.079,-4.3,-2.3,-6.6,-0.1,1,
De'Andre Hunter\huntede01,SF,23,ATL,20,18,31.3,5.6,11.2,0.502,1.6,4.4,0.356,4.1,6.8,0.596,0.572,3.3,3.8,0.867,0.8,4.3,5.1,2.1,0.9,0.5,1.4,2.7,16,16.5,0.625,0.39,0.336,2.8,14.9,9,10.3,1.4,1.4,9.5,19.7,1.3,0.5,1.8,0.137,1.5,0.2,1.7,0.6,1,
Chandler Hutchison\hutchch01,SF,24,TOT,17,0,13.5,1.5,4.2,0.366,0.2,0.9,0.267,1.3,3.3,0.393,0.394,0.6,0.8,0.846,0.3,3.1,3.4,0.7,0.3,0.1,0.9,1.4,3.9,4.6,0.437,0.211,0.183,2.3,24.8,13.6,6.8,1,0.4,17.3,16.9,-0.5,0.2,-0.2,-0.051,-7.1,-1,-8.1,-0.4,1,
Chandler Hutchison\hutchch01,SF,24,CHI,7,0,9.1,0.7,2.6,0.278,0.1,0.4,0.333,0.6,2.1,0.267,0.306,0.3,0.3,1,0.1,2.7,2.9,0.6,0.1,0,0.7,1.3,1.9,0.4,0.344,0.167,0.111,1.8,32.8,17.4,7.8,0.8,0,20.9,16.2,-0.2,0.1,-0.1,-0.107,-9.4,-1.5,-10.9,-0.1,1,
Chandler Hutchison\hutchch01,SF,24,WAS,10,0,16.6,2.1,5.3,0.396,0.3,1.2,0.25,1.8,4.1,0.439,0.425,0.9,1.1,0.818,0.4,3.4,3.8,0.8,0.4,0.1,1.1,1.4,5.4,6.2,0.467,0.226,0.208,2.6,21.7,12.2,6.4,1.1,0.5,16,17.2,-0.3,0.2,-0.1,-0.029,-6.2,-0.8,-7,-0.2,1,
Serge Ibaka\ibakase01,C,31,LAC,39,39,23.6,4.5,8.9,0.507,1,2.8,0.352,3.5,6.1,0.577,0.562,0.9,1.2,0.822,1.7,4.9,6.7,1.7,0.2,1.2,1.1,1.9,10.9,17.6,0.582,0.311,0.13,8.5,23,15.9,10.9,0.5,4.5,10.7,19.8,1.5,1.2,2.7,0.139,1,-0.5,0.4,0.6,1,
Andre Iguodala\iguodan01,SF,37,MIA,57,4,21.4,1.6,4.1,0.38,1,3.1,0.337,0.5,1,0.508,0.506,0.4,0.6,0.667,0.6,3,3.6,2.2,1,0.6,1,1.4,4.6,9.7,0.522,0.748,0.154,3.3,15.8,9.7,14.1,2.2,2.8,18.3,11.3,0.1,1.8,1.8,0.072,-2.3,2,-0.3,0.5,1,
Ersan İlyasova\ilyaser01,PF,33,UTA,14,1,9.2,1.4,3.1,0.455,1.2,2.6,0.472,0.2,0.6,0.375,0.648,0.2,0.2,1,0.4,1.5,1.9,0.2,0.7,0.2,0.4,1.6,4.3,15.6,0.662,0.818,0.068,4.3,16.5,10.7,3.3,3.8,1.9,11.7,17.2,0.2,0.3,0.5,0.175,-0.5,2.8,2.4,0.1,1,
Joe Ingles\inglejo01,SF,33,UTA,59,22,27.5,4.2,8.2,0.504,2.8,6,0.473,1.3,2.3,0.586,0.676,1.1,1.4,0.838,0.4,3.2,3.6,4.5,0.6,0.2,1.7,1.8,12.3,16.5,0.695,0.726,0.165,1.8,11.8,7,23.2,1.1,0.6,16.2,16.5,4.4,1.9,6.4,0.188,3.1,0.8,3.9,2.4,1,
Brandon Ingram\ingrabr01,SF,23,NOP,59,59,34.4,8.5,18.2,0.468,2.4,6.2,0.38,6.2,12,0.513,0.533,4.6,5.3,0.875,0.6,4.4,5,4.9,0.7,0.6,2.6,2.1,24,19.4,0.585,0.34,0.29,1.8,13.9,7.9,22.3,0.9,1.7,11.1,28.4,4,1.2,5.2,0.122,3.6,-1.4,2.2,2.1,1,
Kyrie Irving\irvinky01,PG,28,BRK,48,48,35.2,10.1,20.3,0.499,2.6,6.9,0.381,7.5,13.4,0.56,0.564,3.9,4.2,0.925,1.1,3.9,5,6.3,1.3,0.6,2.5,2.5,26.8,23.9,0.604,0.339,0.205,3.5,11.8,7.8,29.8,1.8,1.5,10.2,30.5,5,1.4,6.4,0.181,5.4,-0.7,4.7,2.9,1,
Wesley Iwundu\iwundwe01,SF,26,TOT,36,4,13.3,0.9,2.4,0.352,0.1,1.1,0.128,0.7,1.4,0.531,0.381,0.7,0.8,0.828,0.3,1.9,2.2,0.4,0.4,0.1,0.5,1.3,2.5,4.7,0.452,0.443,0.33,2.6,15.3,9,4,1.4,0.8,14.4,10.7,-0.4,0.4,0,0.004,-6,-0.2,-6.2,-0.5,1,
Wesley Iwundu\iwundwe01,SF,26,DAL,23,3,12.5,0.7,2.3,0.327,0.1,1,0.13,0.6,1.3,0.483,0.356,0.5,0.6,0.857,0.3,1.7,1.9,0.4,0.4,0.1,0.3,1.1,2.1,4.9,0.421,0.442,0.269,2.3,14.3,8.4,4.4,1.5,1,9.4,9.9,-0.2,0.3,0.1,0.015,-5.6,0.4,-5.1,-0.2,1,
Wesley Iwundu\iwundwe01,SF,26,NOP,13,1,14.5,1.1,2.8,0.389,0.2,1.2,0.125,0.9,1.5,0.6,0.417,0.9,1.2,0.8,0.4,2.2,2.6,0.4,0.4,0.1,0.8,1.5,3.2,4.4,0.493,0.444,0.417,2.9,16.7,9.9,3.3,1.3,0.5,20.5,12,-0.2,0.1,0,-0.013,-6.7,-1.2,-7.8,-0.3,1,
Frank Jackson\jacksfr01,PG,22,DET,35,4,17.6,3.3,7,0.465,1.6,3.8,0.417,1.7,3.2,0.522,0.578,1.4,1.8,0.794,0.4,1.8,2.2,0.8,0.3,0,0.9,1.3,9.5,13.2,0.611,0.539,0.257,2.5,11.3,6.9,7.2,0.7,0.1,10.5,21.6,0.6,0.3,0.9,0.072,-0.3,-1.9,-2.1,0,1,
Jaren Jackson Jr.\jacksja02,C,21,MEM,5,0,21.8,4.8,11.2,0.429,0.8,4.6,0.174,4,6.6,0.606,0.464,3.2,4.2,0.762,1.4,4.6,6,1,0.2,1.8,1,4.6,13.6,16.2,0.521,0.411,0.375,6.7,22.7,14.6,6.9,0.4,7.5,7.1,27.2,0.1,0.2,0.2,0.098,-2.8,-0.7,-3.5,0,1,
Josh Jackson\jacksjo02,SG,23,DET,58,23,25.1,4.9,11.4,0.425,1.2,4.1,0.304,3.6,7.3,0.493,0.48,2.5,3.5,0.724,0.9,3.1,4,2.2,0.8,0.7,2.3,2.9,13.5,12.2,0.52,0.357,0.306,3.9,14,8.9,14.7,1.7,2.5,14.8,26.4,-1.3,1.5,0.2,0.008,-2.3,-0.9,-3.2,-0.4,1,
Justin Jackson\jacksju01,SF,25,OKC,33,3,16.5,2.6,6.4,0.406,1,3.4,0.306,1.6,3.1,0.515,0.486,0.9,1.1,0.857,0.4,1.7,2.2,1.5,0.5,0.1,0.9,0.9,7.2,10.7,0.519,0.524,0.165,2.7,11,6.8,14.5,1.3,0.3,12,20.2,-0.1,0.3,0.2,0.021,-2,-1,-2.9,-0.1,1,
Reggie Jackson\jacksre01,SG,30,LAC,61,39,23,3.9,8.7,0.449,1.7,4,0.438,2.1,4.7,0.458,0.549,1,1.3,0.81,0.4,2.5,2.9,3.2,0.6,0.1,1.1,2,10.6,14.2,0.572,0.458,0.15,1.9,11.9,7,19.6,1.3,0.4,10.9,20,2.1,1.2,3.3,0.113,0.4,-0.5,-0.1,0.7,1,
Justin James\jamesju01,SF,24,SAC,29,0,6.7,0.9,1.9,0.463,0.2,0.7,0.3,0.7,1.2,0.559,0.519,0.3,0.6,0.444,0.1,0.3,0.4,0.5,0.1,0,0.2,0.5,2.2,7.9,0.517,0.37,0.333,1.7,5.8,3.7,10.1,1,0.4,10.2,15.2,0,0,0,-0.01,-3.3,-2.6,-5.9,-0.2,1,
LeBron James\jamesle01,PG,36,LAL,43,43,33.7,9.3,18.1,0.513,2.3,6.4,0.366,7,11.7,0.594,0.578,4.1,5.8,0.701,0.6,7.3,7.9,7.8,1,0.6,3.8,1.6,25,24.2,0.605,0.354,0.322,2,23.9,13.1,41.1,1.5,1.5,15.4,31.6,3,2.6,5.5,0.183,5.9,1.6,7.5,3.5,1,
Mike James\jamesmi02,PG,30,BRK,6,0,17.2,2.2,6.2,0.351,0.5,1.8,0.273,1.7,4.3,0.385,0.392,1.3,2,0.667,0.5,1.2,1.7,3.7,0.2,0,1.5,0.5,6.2,8.2,0.438,0.297,0.324,3.4,7.2,5.4,27.9,0.5,0,17.6,21.6,-0.1,0,-0.1,-0.031,-3.1,-3.6,-6.7,-0.1,1,
DaQuan Jeffries\jeffrda01,SG,23,TOT,27,2,13.5,1.3,3.3,0.398,0.6,1.8,0.306,0.7,1.4,0.513,0.483,0.2,0.3,0.857,0.6,1.3,1.9,0.4,0.4,0.4,0.4,1.3,3.4,7.6,0.5,0.557,0.08,5,10.8,7.8,4.4,1.3,2.4,9.9,11.9,0,0.1,0.1,0.016,-3.6,-1.1,-4.6,-0.2,1,
DaQuan Jeffries\jeffrda01,SG,23,SAC,18,2,12.9,1.3,3.2,0.421,0.5,1.6,0.321,0.8,1.6,0.517,0.5,0.3,0.4,0.857,0.5,1.1,1.6,0.3,0.4,0.2,0.4,1.3,3.5,7.3,0.524,0.491,0.123,4.3,9.8,7,3.3,1.4,1.5,11.8,12.6,0,0,0,0.002,-3.9,-1.8,-5.6,-0.2,1,
DaQuan Jeffries\jeffrda01,SG,23,HOU,9,0,14.7,1.2,3.4,0.355,0.7,2.3,0.286,0.6,1.1,0.5,0.452,0,0,,0.9,1.7,2.6,0.7,0.3,0.7,0.2,1.3,3.1,8.2,0.452,0.677,0,6.2,12.6,9.3,6.3,1.1,4.1,6.1,10.6,0,0.1,0.1,0.041,-3,0.1,-2.9,0,1,
Ty Jerome\jeromty01,SG,23,OKC,31,1,24.1,3.8,8.5,0.443,2.1,5.1,0.418,1.6,3.4,0.481,0.568,0.7,1,0.733,0.3,2.5,2.8,3.6,0.6,0.2,1.5,1.8,10.4,12.8,0.581,0.598,0.114,1.4,10.7,6,23.3,1.2,0.7,14.5,18.5,0.7,0.4,1.1,0.072,-0.2,-0.6,-0.8,0.2,1,
Isaiah Joe\joeis01,SG,21,PHI,35,1,8.9,1,3,0.33,0.8,2.4,0.337,0.2,0.7,0.304,0.462,0.4,0.5,0.722,0.2,0.7,0.9,0.5,0.3,0.1,0.3,0.8,3.2,7.8,0.487,0.783,0.17,2.1,8.7,5.5,7.8,1.4,1.1,7.3,16.9,0,0.4,0.3,0.051,-3.2,-1.3,-4.5,-0.2,1,
Alize Johnson\johnsal02,PF,24,BRK,15,0,12.1,2.6,4.3,0.6,0.1,0.4,0.167,2.5,3.9,0.644,0.608,0.9,0.9,1,1.7,4.2,5.9,0.9,0.3,0.3,0.6,1,6.1,24.3,0.65,0.092,0.2,16.7,37,27.3,11.4,1.3,1.9,11.3,19.1,0.6,0.3,0.9,0.236,2.8,0.4,3.3,0.2,1,
Cameron Johnson\johnsca02,PF,24,PHO,58,11,23.9,3.4,8,0.43,2,5.6,0.359,1.4,2.4,0.592,0.555,0.8,1,0.842,0.6,2.8,3.3,1.4,0.6,0.3,0.7,1.4,9.7,12.2,0.575,0.695,0.123,2.6,12.8,7.8,8.1,1.2,1,7.5,17,1.4,1.4,2.8,0.096,0.3,-0.5,-0.2,0.6,1,
James Johnson\johnsja01,PF,33,TOT,43,6,19.8,2.7,6,0.442,0.6,2.4,0.262,2,3.7,0.561,0.494,0.8,1.3,0.625,0.6,2.7,3.2,1.9,0.9,0.9,1.1,2.3,6.8,11.5,0.513,0.396,0.215,3.1,14.5,8.9,13.2,2.1,4.3,13.9,16.8,0,1.1,1,0.059,-2.5,1.4,-1.2,0.2,1,
James Johnson\johnsja01,PF,33,DAL,29,1,17.4,2.3,5,0.462,0.5,2.1,0.25,1.8,2.9,0.612,0.514,0.6,1,0.586,0.5,2.5,3,1.7,0.8,0.8,0.9,2,5.7,12.3,0.526,0.414,0.2,3.1,15.5,9.4,13.8,2.3,4.2,14.6,16.2,0,0.7,0.8,0.073,-2.1,2.2,0.1,0.3,1,
James Johnson\johnsja01,PF,33,NOP,14,5,24.9,3.4,8.2,0.417,0.9,3.1,0.279,2.6,5.1,0.5,0.47,1.3,1.9,0.667,0.7,3,3.7,2.3,0.9,1.1,1.4,3,9,10.4,0.497,0.374,0.235,3.2,13.1,8.2,12.3,1.8,4.3,13,17.7,-0.1,0.4,0.3,0.038,-3.1,0.2,-3,-0.1,1,
Keldon Johnson\johnske04,SF,21,SAS,60,58,29.1,5,10.4,0.485,0.9,2.6,0.342,4.1,7.7,0.533,0.528,2.1,2.9,0.725,1.4,5,6.4,1.8,0.6,0.4,1.1,2.2,13,14.2,0.56,0.254,0.275,5,18.5,11.7,8.9,1,1.2,8.7,19.1,1.6,1.7,3.3,0.092,-0.6,-0.9,-1.5,0.2,1,
Stanley Johnson\johnsst04,PF,24,TOR,54,7,14.6,1.1,3,0.381,0.6,1.8,0.33,0.5,1.2,0.46,0.481,0.5,0.6,0.833,0.4,1.8,2.2,1.3,0.8,0.3,0.8,1.8,3.3,8,0.517,0.606,0.188,3,14.2,8.4,11.5,2.5,2.2,19.9,11.8,-0.2,0.9,0.8,0.046,-3.9,1.1,-2.8,-0.2,1,
Tyler Johnson\johnsty01,SG,28,BRK,36,3,17.4,1.8,4.7,0.388,1.3,3.4,0.363,0.6,1.3,0.457,0.521,0.5,0.6,0.857,0.2,1.8,1.9,1.1,0.4,0,0.4,1,5.4,8.3,0.544,0.729,0.124,1.1,10.7,6.1,8.3,1.1,0,7.7,13.5,0.4,0.3,0.7,0.05,-2.3,-1.3,-3.6,-0.3,1,
Nikola Jokić\jokicni01,C,25,DEN,64,64,35,10.2,18,0.568,1.4,3.4,0.412,8.8,14.6,0.604,0.606,4.4,5.1,0.86,2.8,8.1,10.9,8.5,1.4,0.7,3.1,2.6,26.2,31.1,0.648,0.188,0.285,9.3,26.1,17.7,40.4,2,1.8,13.4,29.2,10.9,3.1,14,0.3,9.1,2.5,11.6,7.7,1,
Damian Jones\jonesda03,C,25,TOT,31,8,11.6,1.3,1.8,0.732,0,0,0,1.3,1.8,0.745,0.732,1,1.4,0.762,0.8,1.5,2.4,0.5,0.2,0.5,0.6,1.9,3.7,13.3,0.765,0.018,0.75,7.8,14.9,11.3,5,0.9,3.7,19.5,11.2,0.7,0.3,1.1,0.141,-2.7,0.7,-2,0,1,
Damian Jones\jonesda03,C,25,PHO,14,0,6.7,0.6,1.1,0.5,0,0.1,0,0.6,1.1,0.533,0.5,0.4,0.8,0.545,0.5,0.8,1.3,0.3,0.1,0.4,0.4,1.4,1.6,6.7,0.528,0.063,0.688,8.6,13,10.8,5.3,0.5,4.8,22.4,12.7,0,0.1,0.1,0.047,-7.2,1.1,-6.1,-0.1,1,
Damian Jones\jonesda03,C,25,LAL,8,6,14,2,2.1,0.941,0,0,,2,2.1,0.941,0.941,1.4,1.5,0.917,1,2.3,3.3,0.1,0.1,0.9,0.6,2.8,5.4,17.1,0.965,0,0.706,8.1,17.8,13,1.3,0.4,5.6,18.3,10.6,0.4,0.2,0.5,0.235,-1.6,1.8,0.2,0.1,1,
Damian Jones\jonesda03,C,25,SAC,9,2,17.2,1.9,2.6,0.739,0,0,,1.9,2.6,0.739,0.739,1.7,2.1,0.789,1.1,2.1,3.2,1,0.6,0.3,0.8,1.9,5.4,14.5,0.781,0,0.826,7.1,13.9,10.5,7.5,1.6,1.6,18.2,10.7,0.4,0,0.4,0.13,-0.8,-0.3,-1.1,0,1,
Derrick Jones Jr.\jonesde02,SF,23,POR,54,42,23.4,2.6,5.4,0.478,0.8,2.5,0.323,1.8,3,0.606,0.551,1,1.6,0.64,1.4,2.3,3.7,0.8,0.7,1,0.5,2.2,7,12,0.571,0.454,0.294,6.2,11,8.5,4.6,1.4,3.8,8.1,12.2,1.6,0.7,2.3,0.088,-1.5,-0.3,-1.7,0.1,1,
Mason Jones\jonesma05,SG,22,TOT,32,1,10.4,1.6,3.8,0.423,0.8,2.1,0.364,0.9,1.8,0.491,0.52,1.3,2,0.625,0.2,1.5,1.7,1.3,0.2,0,0.9,0.8,5.3,12.2,0.556,0.537,0.52,2.2,15.9,8.8,19.1,1,0.3,16.1,23,0,0.2,0.2,0.033,-1.2,-1.2,-2.4,0,1,
Mason Jones\jonesma05,SG,22,HOU,26,1,11.8,1.8,4.4,0.412,0.9,2.5,0.359,0.9,1.9,0.48,0.513,1.3,2.2,0.614,0.2,1.8,2,1.5,0.2,0,1.1,0.8,5.8,11.3,0.546,0.561,0.5,1.3,17,8.8,19.3,0.9,0.3,16.8,23.2,-0.1,0.2,0.1,0.012,-1.7,-1.3,-3,-0.1,1,
Mason Jones\jonesma05,SG,22,PHI,6,0,4.5,0.8,1.5,0.556,0.2,0.3,0.5,0.7,1.2,0.571,0.611,0.8,1.2,0.714,0.5,0.2,0.7,0.5,0.2,0,0.2,0.3,2.7,23.5,0.662,0.222,0.778,12.4,4,8.1,16.6,1.8,0,7.6,20.8,0.1,0,0.2,0.271,4,0.1,4.2,0,1,
Tre Jones\jonestr01,PG,21,SAS,30,1,5.9,0.8,1.8,0.444,0.1,0.1,0.667,0.7,1.7,0.431,0.463,0.3,0.3,1,0.2,0.3,0.5,0.7,0.2,0,0.4,0.3,2,9.4,0.509,0.056,0.167,3,6.1,4.5,17.2,1.6,0,17.2,17.2,-0.1,0.1,0.1,0.014,-4,-1.5,-5.5,-0.2,1,
Tyus Jones\jonesty01,PG,24,MEM,61,8,18.2,2.7,6.3,0.433,0.7,2.1,0.313,2,4.1,0.496,0.487,0.6,0.6,0.921,0.3,1.7,2.1,3.9,1,0.1,0.7,0.5,6.7,15.3,0.51,0.342,0.099,2,10.2,6,28.9,2.5,0.5,9.7,16.9,1.4,1.2,2.6,0.113,0,0.7,0.7,0.8,1,
DeAndre Jordan\jordade01,C,32,BRK,55,42,22.3,3.5,4.5,0.766,0,0,0,3.5,4.5,0.769,0.766,0.8,1.5,0.512,2.1,5.5,7.5,1.7,0.3,1.2,1.5,2,7.7,17.4,0.742,0.004,0.339,10.9,26,18.8,10.1,0.7,4.7,22.1,13,2.5,1.5,4,0.155,0.2,0.8,0.9,0.9,1,
Cory Joseph\josepco01,PG,29,TOT,60,10,22.7,3.1,6.5,0.469,0.7,2.1,0.344,2.4,4.5,0.528,0.524,1.2,1.4,0.812,0.6,1.9,2.5,3.2,1,0.3,1.2,2.2,8,12.4,0.559,0.319,0.217,2.7,9.6,6.1,20.5,2.1,1,14.4,15.9,1.3,0.6,1.8,0.065,-1.9,-0.3,-2.2,-0.1,1,
